UAL_promoter,Plate,Well,Strand,Type,Distance,Group,Name,Genes
b1172,AZ16,C11,-1,gene,-140,1,ymgG,ymgG
b1172,AZ16,C11,-1,Operon,-139,1,ymgGD,"ymgG,ymgD"
trpR,AZ01,C9,1,gene,-37,1,trpR,trpR
trpR,AZ01,C9,1,Operon,-37,1,trpR,trpR
serB,AZ01,C8,1,gene,-53,1,serB,serB
serB,AZ01,C8,1,Operon,-53,1,serB-radA-nadR,"serB,radA,nadR"
ykgE,AZ07,D2,1,gene,-46,1,ykgE,ykgE
ykgE,AZ07,D2,1,Operon,-46,1,ykgEFG,"ykgE,ykgF,ykgG"
serA,AZ01,C3,-1,gene,-86,1,serA,serA
serA,AZ01,C3,-1,Operon,-85,1,serA,serA
ilvC,AZ01,C2,1,gene,-74,1,ilvC,ilvC
ilvC,AZ01,C2,1,Operon,-74,1,ilvC,ilvC
ilvL,AZ01,C1,1,gene,-73,1,ilvL,ilvL
ilvL,AZ01,C1,1,Operon,-73,1,ilvLXG_1G_2MEDA,"ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA"
yahK,AZ07,D3,1,gene,-88,1,yahK,yahK
yahK,AZ07,D3,1,Operon,-88,1,yahK,yahK
metA,AZ01,C7,1,gene,-95,1,metA,metA
metA,AZ01,C7,1,Operon,-95,1,metA,metA
argC,AZ01,C6,1,gene,-57,1,argC,argC
argC,AZ01,C6,1,Operon,-57,1,argCBH,"argC,argB,argH"
metB,AZ01,C5,1,gene,176,1,metB,metB
metB,AZ01,C5,1,Operon,176,1,metBL,"metB,metL"
metE,AZ01,C4,1,gene,-33,1,metE,metE
metE,AZ01,C4,1,Operon,-33,1,metE,metE
appA,AZ06,F11,1,gene,-233,3,cbdX,cbdX
appA,AZ06,F11,1,gene,-61,4,appA,appA
wrbA,AZ06,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ06,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
phoH,AZ06,F12,1,gene,-62,1,phoH,phoH
phoH,AZ06,F12,1,Operon,-62,1,phoH,phoH
htrL,AZ19,B9,-1,gene,-62,1,yibB,yibB
htrL,AZ19,B9,-1,Operon,-61,1,htrL,htrL
b3505,AZ19,B8,-1,gene,-85,1,insH1,insH1
b3505,AZ19,B8,-1,Operon,-84,1,insH-11,insH-11
ddlA,AZ19,B1,-1,gene,-72,1,ddlA,ddlA
ddlA,AZ19,B1,-1,Operon,-71,1,ddlA,ddlA
mipA,AZ19,B3,-1,gene,-76,1,mipA,mipA
mipA,AZ19,B3,-1,Operon,-75,1,mipA,mipA
ybiF,AZ19,B2,-1,gene,-89,1,rhtA,rhtA
ybiF,AZ19,B2,-1,Operon,-88,1,rhtA,rhtA
rcsC,AZ19,B5,-1,gene,-145,1,rcsC,rcsC
rcsC,AZ19,B5,-1,Operon,-144,1,rcsC,rcsC
dsrA,AZ19,B4,-1,gene,-73,1,dsrA,dsrA
dsrA,AZ19,B4,-1,Operon,-72,1,dsrA,dsrA
hofM,AZ19,B7,-1,gene,-61,1,hofM,hofM
hofM,AZ19,B7,-1,Operon,-60,1,hofMNOP,"hofM,hofN,hofO,hofP"
ypeA,AZ19,B6,-1,gene,17,1,ypeA,ypeA
ypeA,AZ19,B6,-1,Operon,18,1,ypeA-yfeZ,"ypeA,yfeZ"
yfdU,AZ06,C6,-1,gene,1480,2,yfdV,yfdV
yfdU,AZ06,C6,-1,Operon,8328,1,emrKY,"emrK,emrY"
fryB,AZ06,C7,-1,gene,-82,1,fryB,fryB
fryB,AZ06,C7,-1,Operon,-81,1,fryBC-ypdFE-fryA,"fryB,fryC,ypdF,ypdE,fryA"
yfdL,AZ06,C4,-1,gene,445,2,yfdK,yfdK
yfdL,AZ06,C4,-1,Operon,6956,1,mlaA,mlaA
yfdV,AZ06,C5,-1,gene,-81,2,yfdV,yfdV
fadI,AZ06,C2,-1,gene,-96,1,fadI,fadI
fadI,AZ06,C2,-1,Operon,-95,1,fadIJ,"fadI,fadJ"
serA,AZ06,C3,-1,gene,-86,1,serA,serA
serA,AZ06,C3,-1,Operon,-85,1,serA,serA
yfcV,AZ06,C1,-1,gene,-83,1,yfcV,yfcV
yfcV,AZ06,C1,-1,Operon,-82,1,yfcV,yfcV
ucpA,AZ06,C8,-1,gene,-25,1,ucpA,ucpA
ucpA,AZ06,C8,-1,Operon,-24,1,ucpA,ucpA
eutN,AZ06,C9,-1,gene,-73,1,eutN,eutN
eutN,AZ06,C9,-1,Operon,-72,1,eutNEJG,"eutN,eutE,eutJ,eutG"
dsdC,AZ20,H3,-1,gene,-97,1,dsdC,dsdC
dsdC,AZ20,H3,-1,Operon,-96,1,dsdC,dsdC
lacI,AZ20,H2,-1,gene,-100,2,lacI,lacI
lacZ,AZ20,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ20,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
rpsT,AZ20,H7,-1,gene,-84,1,rpsT,rpsT
rpsT,AZ20,H7,-1,Operon,-83,1,rpsT,rpsT
galP,AZ20,H6,1,gene,-67,1,galP,galP
galP,AZ20,H6,1,Operon,-67,1,galP,galP
malI,AZ20,H5,-1,gene,-93,1,malI,malI
malI,AZ20,H5,-1,Operon,-92,1,malI,malI
dcm,AZ12,E11,-1,gene,-76,1,dcm,dcm
dcm,AZ12,E11,-1,Operon,-75,1,dcm-vsr,"dcm,vsr"
tyrS,AZ12,E10,-1,gene,-82,2,tyrS,tyrS
phoB,AZ20,H9,1,gene,-88,1,phoB,phoB
phoB,AZ20,H9,1,Operon,-88,1,phoBR,"phoB,phoR"
ubiG,AZ20,H8,1,gene,-34,1,ubiG,ubiG
ubiG,AZ20,H8,1,Operon,-34,1,ubiG,ubiG
fsaA,AZ03,E12,1,gene,40,1,fsaA,fsaA
fsaA,AZ03,E12,1,Operon,40,1,fsaA,fsaA
ygbJ,AZ03,E11,1,gene,-64,1,ygbJ,ygbJ
ygbJ,AZ03,E11,1,Operon,-64,1,ygbJK,"ygbJ,ygbK"
norV,AZ03,E10,1,gene,-62,1,norV,norV
norV,AZ03,E10,1,Operon,-62,1,norVW,"norV,norW"
ybdK,AZ15,C2,-1,gene,-83,1,ybdK,ybdK
ybdK,AZ15,C2,-1,Operon,-82,1,ybdK,ybdK
eco,AZ11,H7,1,gene,-53,1,eco,eco
eco,AZ11,H7,1,Operon,-53,1,eco,eco
pinH,AZ10,A8,-1,gene,-187,2,pinH,pinH
pinH,AZ10,A8,-1,Operon,-90,3,pinH,pinH
ydbC,AZ15,C6,1,gene,-63,1,ydbC,ydbC
ydbC,AZ15,C6,1,Operon,-63,1,ydbC,ydbC
ydbD,AZ15,C7,1,gene,-32,1,ydbD,ydbD
ydbD,AZ15,C7,1,Operon,-32,1,ydbD,ydbD
yjcE,AZ15,C4,1,gene,-69,1,yjcE,yjcE
yjcE,AZ15,C4,1,Operon,-69,1,yjcE,yjcE
b1367,AZ15,C5,1,gene,305,1,tmpR,tmpR
b1367,AZ15,C5,1,Operon,305,1,ynaA-lomR_1,"ynaA,lomR_1"
helD,AZ10,A3,1,gene,-82,1,helD,helD
helD,AZ10,A3,1,Operon,-82,1,helD,helD
seqA,AZ10,A2,1,gene,-93,1,seqA,seqA
seqA,AZ10,A2,1,Operon,-93,1,seqA-pgm,"seqA,pgm"
hrpB,AZ10,A1,1,gene,23,1,hrpB,hrpB
hrpB,AZ10,A1,1,Operon,23,1,hrpB,hrpB
solA,AZ07,C12,-1,gene,-71,1,solA,solA
solA,AZ07,C12,-1,Operon,-70,1,solA-yceO,"solA,yceO"
ypjA,AZ10,A7,-1,gene,58,1,ypjA,ypjA
ypjA,AZ10,A7,-1,Operon,59,1,ypjA,ypjA
ychH,AZ11,H5,1,gene,-21,1,ychH,ychH
ychH,AZ11,H5,1,Operon,-21,1,ychH,ychH
yejL,AZ10,A5,1,gene,-59,1,yejL,yejL
yejL,AZ10,A5,1,Operon,-59,1,yejLM,"yejL,yejM"
metG,AZ10,A4,1,gene,-76,1,metG,metG
metG,AZ10,A4,1,Operon,-76,1,metG,metG
yagJ,AZ11,H4,1,gene,-167,1,yagJ,yagJ
yagJ,AZ11,H4,1,Operon,-71,2,yagJ,yagJ
lacZ,AZ04,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ04,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
ypjD,AZ13,E6,1,gene,-18,1,ypjD,ypjD
ypjD,AZ13,E6,1,Operon,-18,1,ypjD,ypjD
yqcD,AZ13,E7,1,gene,-91,1,queF,queF
yqcD,AZ13,E7,1,Operon,-91,1,queF,queF
katE,AZ13,E4,1,gene,-69,1,katE,katE
katE,AZ13,E4,1,Operon,-69,1,katE,katE
evgA,AZ13,E5,1,gene,-43,1,evgA,evgA
evgA,AZ13,E5,1,Operon,-43,1,evgAS,"evgA,evgS"
marR,AZ13,E2,1,gene,-124,1,marR,marR
marR,AZ13,E2,1,Operon,-124,1,marRAB,"marR,marA,marB"
yqeH,AZ11,A10,1,gene,-17,1,yqeH,yqeH
yqeH,AZ11,A10,1,Operon,-17,1,yqeH,yqeH
ycjG,AZ13,E1,1,gene,-39,1,ycjG,ycjG
ycjG,AZ13,E1,1,Operon,-39,1,ycjG,ycjG
ybhD,AZ04,H2,-1,gene,-206,1,ybhD,ybhD
ybhD,AZ04,H2,-1,Operon,-205,1,ybhD,ybhD
nfnB,AZ13,E8,-1,gene,-80,1,nfsB,nfsB
nfnB,AZ13,E8,-1,Operon,-79,1,nfsB,nfsB
sodC,AZ13,E9,-1,gene,-94,1,sodC,sodC
sodC,AZ13,E9,-1,Operon,-93,1,sodC,sodC
yhgN,AZ18,B10,1,gene,-58,1,yhgN,yhgN
yhgN,AZ18,B10,1,Operon,-58,1,yhgN,yhgN
nadC,AZ18,B11,-1,gene,-74,1,nadC,nadC
nadC,AZ18,B11,-1,Operon,-73,1,nadC,nadC
panD,AZ18,B12,-1,gene,-84,1,panD,panD
panD,AZ18,B12,-1,Operon,-83,1,panD,panD
fliE,AZ20,A10,-1,gene,-88,1,fliE,fliE
fliE,AZ20,A10,-1,Operon,-87,1,fliE,fliE
gyrB,AZ20,A11,-1,gene,-76,1,gyrB,gyrB
gyrB,AZ20,A11,-1,Operon,-75,1,gyrB,gyrB
mug,AZ13,B9,-1,gene,-88,1,mug,mug
mug,AZ13,B9,-1,Operon,-87,1,mug,mug
fkpA,AZ09,E11,-1,gene,-86,1,fkpA,fkpA
fkpA,AZ09,E11,-1,Operon,-85,1,fkpA,fkpA
smf_2,AZ09,E10,-1,gene,206,1,smg,smg
smf_2,AZ09,E10,-1,Operon,207,1,smg,smg
rfaQ,AZ09,E12,-1,gene,-84,1,waaQ,waaQ
rfaQ,AZ09,E12,-1,Operon,-83,1,waaQGPSBOJYZU,"waaQ,waaG,waaP,waaS,waaB,waaO,waaJ,waaY,waaZ,waaU"
yggH,AZ13,B8,-1,gene,-75,1,trmI,trmI
yggH,AZ13,B8,-1,Operon,-74,1,trmI-yggL,"trmI,yggL"
rluD,AZ09,E6,-1,gene,-75,1,rluD,rluD
rluD,AZ09,E6,-1,Operon,-74,1,rluD-yfiH,"rluD,yfiH"
degQ,AZ04,E8,1,gene,-73,1,degQ,degQ
degQ,AZ04,E8,1,Operon,-73,1,degQS,"degQ,degS"
pinE,AZ04,E9,1,gene,-90,1,pinE,pinE
pinE,AZ04,E9,1,Operon,-90,1,pinE,pinE
rnt,AZ04,E6,1,gene,-50,1,rnt,rnt
rnt,AZ04,E6,1,Operon,-50,1,rnt-lhr,"rnt,lhr"
amyA,AZ04,E7,1,gene,-68,1,amyA,amyA
amyA,AZ04,E7,1,Operon,-68,1,amyA,amyA
yhgF,AZ04,E4,1,gene,-200,1,yhgF,yhgF
yhgF,AZ04,E4,1,Operon,-200,1,yhgF,yhgF
rssB,AZ04,E5,1,gene,-96,3,rssB,rssB
hslV,AZ04,E2,-1,gene,-79,1,hslV,hslV
hslV,AZ04,E2,-1,Operon,-78,1,hslVU,"hslV,hslU"
mcrB,AZ04,E3,-1,gene,-60,1,mcrB,mcrB
mcrB,AZ04,E3,-1,Operon,-59,1,mcrBC,"mcrB,mcrC"
ftsH,AZ04,E1,-1,gene,-71,3,ftsH,ftsH
fdnG,AZ03,F2,1,gene,-74,1,fdnG,fdnG
fdnG,AZ03,F2,1,Operon,-74,1,fdnGHI,"fdnG,fdnH,fdnI"
yhdH,AZ07,H9,1,gene,-39,1,acuI,acuI
yhdH,AZ07,H9,1,Operon,-39,1,yhdH,yhdH
ybhE,AZ14,A11,1,gene,-97,1,pgl,pgl
ybhE,AZ14,A11,1,Operon,-97,1,pgl,pgl
ubiF,AZ14,A10,1,gene,-99,1,ubiF,ubiF
ubiF,AZ14,A10,1,Operon,-99,1,ubiF,ubiF
narQ,AZ03,F6,1,gene,-92,1,narQ,narQ
narQ,AZ03,F6,1,Operon,-92,1,narQ,narQ
ttdA,AZ03,F7,1,gene,-83,1,ttdA,ttdA
ttdA,AZ03,F7,1,Operon,-83,1,ttdABT,"ttdA,ttdB,ttdT"
ylcE,AZ03,F4,1,Operon,-79,2,tfaX,tfaX
ylcE,AZ03,F4,1,gene,-1,3,tfaX,tfaX
ackA,AZ03,F5,1,gene,-70,1,ackA,ackA
ackA,AZ03,F5,1,Operon,-70,1,ackA-pta,"ackA,pta"
lacZ,AZ07,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ07,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
folE,AZ07,H2,-1,gene,-72,1,folE,folE
folE,AZ07,H2,-1,Operon,-71,1,folE-yeiB,"folE,yeiB"
bisC,AZ07,H3,-1,gene,-198,1,bisC,bisC
bisC,AZ07,H3,-1,Operon,-197,1,bisC,bisC
mobA,AZ07,H4,-1,gene,-72,1,mobA,mobA
mobA,AZ07,H4,-1,Operon,-71,1,mobAB,"mobA,mobB"
yoaH,AZ07,H5,-1,gene,-89,1,yoaH,yoaH
yoaH,AZ07,H5,-1,Operon,-88,1,yoaH,yoaH
aaeR,AZ07,H6,1,gene,-101,1,aaeR,aaeR
aaeR,AZ07,H6,1,Operon,-101,1,aaeR,aaeR
kbaZ,AZ07,H7,1,gene,-101,1,kbaZ,kbaZ
kbaZ,AZ07,H7,1,Operon,-101,1,kbaZ-agaVWA,"kbaZ,agaV,agaW,agaA"
pmbA,AZ08,H11,1,gene,112,1,pmbA,pmbA
pmbA,AZ08,H11,1,Operon,112,1,pmbA,pmbA
ytfM,AZ08,H10,1,gene,-98,1,tamA,tamA
ytfM,AZ08,H10,1,Operon,-98,1,tamAB-ytfP,"tamA,tamB,ytfP"
infA,AZ08,H12,-1,gene,-100,1,infA,infA
infA,AZ08,H12,-1,Operon,-99,1,infA,infA
araJ,AZ15,H11,-1,gene,-100,1,araJ,araJ
araJ,AZ15,H11,-1,Operon,-99,1,araJ,araJ
lacZ,AZ02,C8,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ02,C8,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
cyoA,AZ02,C9,-1,gene,-97,1,cyoA,cyoA
cyoA,AZ02,C9,-1,Operon,-96,1,cyoABCDE,"cyoA,cyoB,cyoC,cyoD,cyoE"
ydhZ,AZ02,C2,-1,gene,-95,1,ydhZ,ydhZ
ydhZ,AZ02,C2,-1,Operon,-94,1,ydhZ,ydhZ
serA,AZ02,C3,-1,gene,-86,1,serA,serA
serA,AZ02,C3,-1,Operon,-85,1,serA,serA
aroP,AZ02,C1,-1,gene,-98,1,aroP,aroP
aroP,AZ02,C1,-1,Operon,-97,1,aroP,aroP
pgi,AZ02,C6,1,gene,-85,1,pgi,pgi
pgi,AZ02,C6,1,Operon,-85,1,pgi,pgi
caiC,AZ02,C7,-1,gene,-56,2,caiC,caiC
b0360,AZ02,C4,1,Operon,-69,1,insC-1CD-1D-1,"insC-1,insCD-1,insD-1"
b0360,AZ02,C4,1,gene,-24,2,insC1,insC1
gltA,AZ02,C5,-1,gene,-70,1,gltA,gltA
gltA,AZ02,C5,-1,Operon,-69,1,gltA,gltA
argW,AZ08,B7,1,gene,-43,1,argW,argW
argW,AZ08,B7,1,Operon,-43,1,argW,argW
proL,AZ08,B6,1,gene,90,1,proL,proL
proL,AZ08,B6,1,Operon,90,1,proL,proL
yaeQ,AZ08,B5,1,gene,-88,1,yaeQ,yaeQ
yaeQ,AZ08,B5,1,Operon,-88,1,yaeQ-arfB-nlpE,"yaeQ,arfB,nlpE"
trxC,AZ08,B3,1,gene,-72,1,trxC,trxC
trxC,AZ08,B3,1,Operon,-72,1,trxC,trxC
srmB,AZ08,B2,1,gene,-52,1,srmB,srmB
srmB,AZ08,B2,1,Operon,-52,1,srmB,srmB
rhoL,AZ08,B9,1,Operon,-89,1,rhoL-rho,"rhoL,rho"
araE,AZ20,D2,-1,gene,-89,1,araE,araE
araE,AZ20,D2,-1,Operon,-88,1,araE-ygeA,"araE,ygeA"
sodB,AZ12,G11,1,gene,-95,1,sodB,sodB
sodB,AZ12,G11,1,Operon,-95,1,sodB,sodB
lysR,AZ01,B8,1,gene,-73,1,lysR,lysR
lysR,AZ01,B8,1,Operon,-73,1,lysR,lysR
metC,AZ01,B9,1,gene,100,1,metC,metC
metC,AZ01,B9,1,Operon,100,1,metC,metC
hisL,AZ01,B1,1,gene,-77,1,hisL,hisL
hisL,AZ01,B1,1,Operon,-77,1,hisLGDCBHAFI,"hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI"
cysK,AZ01,B2,1,gene,-78,1,cysK,cysK
cysK,AZ01,B2,1,Operon,-78,1,cysK,cysK
pheL,AZ01,B3,1,gene,-56,1,pheL,pheL
pheL,AZ01,B3,1,Operon,-56,1,pheLA,"pheL,pheA"
dapF,AZ01,B4,1,gene,-269,1,yifL,yifL
dapF,AZ01,B4,1,Operon,-269,1,yifL-dapF-yigA-xerC-yigB,"yifL,dapF,yigA,xerC,yigB"
dapF,AZ01,B4,1,gene,-29,2,dapF,dapF
tyrB,AZ01,B5,1,gene,-29,1,tyrB,tyrB
tyrB,AZ01,B5,1,Operon,-29,1,tyrB,tyrB
cueO,AZ01,B6,1,gene,-82,1,cueO,cueO
cueO,AZ01,B6,1,Operon,-82,1,cueO,cueO
argA,AZ01,B7,1,gene,-78,1,argA,argA
argA,AZ01,B7,1,Operon,-78,1,argA,argA
rrlD,AZ19,C7,-1,gene,-81,2,rrlD,rrlD
rpsP,AZ19,C4,-1,gene,-72,1,rpsP,rpsP
rpsP,AZ19,C4,-1,Operon,-71,1,rpsP-rimM-trmD-rplS,"rpsP,rimM,trmD,rplS"
rpsO,AZ19,C5,-1,gene,-71,2,rpsO,rpsO
rrnG,AZ19,C2,-1,gene,-98,1,rrsG,rrsG
rrnG,AZ19,C2,-1,Operon,-97,1,rrsG-gltW-rrlG-rrfG,"rrsG,gltW,rrlG,rrfG"
serA,AZ19,C3,-1,gene,-86,1,serA,serA
serA,AZ19,C3,-1,Operon,-85,1,serA,serA
ybeU,AZ14,A9,1,gene,-55,1,ybeU,ybeU
ybeU,AZ14,A9,1,Operon,-55,1,ybeU-djlC,"ybeU,djlC"
ybeR,AZ14,A8,1,gene,-90,1,ybeR,ybeR
ybeR,AZ14,A8,1,Operon,-90,1,ybeR-djlB,"ybeR,djlB"
ybdR,AZ14,A7,1,gene,-79,1,ybdR,ybdR
ybdR,AZ14,A7,1,Operon,-79,1,ybdR,ybdR
cusC,AZ14,A6,1,gene,-54,1,cusC,cusC
cusC,AZ14,A6,1,Operon,-54,1,cusCFBA,"cusC,cusF,cusB,cusA"
b0540,AZ14,A5,1,gene,-514,2,peaD,peaD
b0540,AZ14,A5,1,Operon,-439,3,ybcD,ybcD
b0540,AZ14,A5,1,gene,-206,4,renD,renD
b0540,AZ14,A5,1,Operon,-57,5,insE-3EF-3F-3,"insE-3,insEF-3,insF-3"
b0540,AZ14,A5,1,gene,-48,6,insE1,insE1
yagE,AZ14,A4,1,gene,-46,1,yagE,yagE
yagE,AZ14,A4,1,Operon,-46,1,yagEF,"yagE,yagF"
b0255,AZ14,A3,1,Operon,-91,2,insN-1I-1O-1,"insN-1,insI-1,insO-1"
b0255,AZ14,A3,1,gene,-55,3,insN,insN
nfrB,AZ14,A2,-1,gene,-92,1,nfrB,nfrB
nfrB,AZ14,A2,-1,Operon,-91,1,nfrBA,"nfrB,nfrA"
syd,AZ14,A1,-1,gene,-83,1,syd,syd
syd,AZ14,A1,-1,Operon,-82,1,syd,syd
rplN,AZ19,C9,-1,gene,-82,1,rplN,rplN
rplN,AZ19,C9,-1,Operon,-81,1,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ"
aroH,AZ01,A11,1,gene,-33,1,aroH,aroH
aroH,AZ01,A11,1,Operon,-33,1,aroH,aroH
cysB,AZ01,A10,1,gene,-98,1,cysB,cysB
cysB,AZ01,A10,1,Operon,-98,1,cysB,cysB
ykfG,AZ02,H12,-1,gene,-81,2,ykfG,ykfG
fumB,AZ02,H11,-1,gene,-99,2,fumB,fumB
acnB,AZ02,H10,1,gene,-85,1,acnB,acnB
acnB,AZ02,H10,1,Operon,-85,1,acnB,acnB
yfhG,AZ06,D3,-1,gene,-75,1,yfhG,yfhG
yfhG,AZ06,D3,-1,Operon,-74,1,yfhG,yfhG
pepB,AZ06,D2,-1,gene,13,1,pepB,pepB
pepB,AZ06,D2,-1,Operon,14,1,pepB,pepB
sseB,AZ06,D1,-1,gene,-85,1,sseB,sseB
sseB,AZ06,D1,-1,Operon,-84,1,sseB,sseB
recX,AZ06,D7,-1,gene,-100,4,recX,recX
luxS,AZ06,D6,-1,gene,-86,1,luxS,luxS
luxS,AZ06,D6,-1,Operon,-85,1,luxS,luxS
yfhK,AZ06,D4,-1,gene,-278,1,glmY,glmY
yfhK,AZ06,D4,-1,Operon,-277,1,glmY,glmY
yfhK,AZ06,D4,-1,gene,-36,2,glrK,glrK
yfhK,AZ06,D4,-1,Operon,-35,2,glrK,glrK
ygcU,AZ06,D9,-1,gene,1248,1,ygcS,ygcS
ygcU,AZ06,D9,-1,Operon,1249,1,ygcS,ygcS
rhsA,AZ06,D8,1,gene,170,1,rhsA,rhsA
rhsA,AZ06,D8,1,Operon,170,1,rhsA-yibA,"rhsA,yibA"
treB,AZ17,A10,-1,gene,-87,1,treB,treB
treB,AZ17,A10,-1,Operon,-86,1,treBC,"treB,treC"
ydiU,AZ17,A11,-1,gene,-70,1,ydiU,ydiU
ydiU,AZ17,A11,-1,Operon,-69,1,ydiU,ydiU
nlpA,AZ09,B4,-1,gene,-87,1,nlpA,nlpA
nlpA,AZ09,B4,-1,Operon,-86,1,nlpA,nlpA
yqgD,AZ05,F8,-1,Operon,-87,3,yqgD,yqgD
yahC,AZ13,G10,-1,gene,-88,1,yahC,yahC
yahC,AZ13,G10,-1,Operon,-87,1,yahC,yahC
phoP,AZ05,F9,-1,gene,-100,1,phoP,phoP
phoP,AZ05,F9,-1,Operon,-99,1,phoPQ,"phoP,phoQ"
ygjV,AZ09,B7,-1,gene,-86,1,ygjV,ygjV
ygjV,AZ09,B7,-1,Operon,-85,1,ygjV,ygjV
cirA,AZ18,H8,-1,gene,-99,1,cirA,cirA
cirA,AZ18,H8,-1,Operon,-98,1,cirA,cirA
murA,AZ18,H9,-1,gene,-94,2,murA,murA
lacZ,AZ18,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ18,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
ompT,AZ18,H2,-1,gene,-282,1,ompT,ompT
ompA,AZ18,H3,-1,gene,-75,1,ompA,ompA
ompA,AZ18,H3,-1,Operon,-74,1,ompA,ompA
hipB,AZ18,H4,-1,gene,-86,1,hipB,hipB
hipB,AZ18,H4,-1,Operon,-85,1,hipBA,"hipB,hipA"
uidC,AZ18,H5,-1,gene,-106,2,uidC,uidC
cld,AZ18,H6,-1,gene,-43,1,wzzB,wzzB
cld,AZ18,H6,-1,Operon,-42,1,wzzB,wzzB
pbpG,AZ18,H7,-1,gene,-92,1,pbpG,pbpG
pbpG,AZ18,H7,-1,Operon,-91,1,pbpG,pbpG
aspU,AZ08,B12,1,gene,-83,1,aspU,aspU
aspU,AZ08,B12,1,Operon,-83,1,aspU,aspU
rlmB,AZ08,B11,1,gene,-29,2,rlmB,rlmB
rho,AZ08,B10,1,gene,-89,2,rho,rho
ysgA,AZ05,F2,-1,gene,-130,1,ysgA,ysgA
ysgA,AZ05,F2,-1,Operon,-129,1,ysgA,ysgA
yeiC,AZ17,H5,-1,gene,-97,1,psuK,psuK
yeiC,AZ17,H5,-1,Operon,-96,1,psuKG,"psuK,psuG"
cpdB,AZ05,F5,-1,gene,-78,1,cpdB,cpdB
cpdB,AZ05,F5,-1,Operon,-77,1,cpdB,cpdB
ydjA,AZ13,B3,-1,gene,-76,1,ydjA,ydjA
ydjA,AZ13,B3,-1,Operon,-75,1,ydjA-selD-topB,"ydjA,selD,topB"
astC,AZ13,B2,-1,gene,-91,1,astC,astC
astC,AZ13,B2,-1,Operon,-90,1,astCADBE,"astC,astA,astD,astB,astE"
ybiA,AZ13,B1,-1,gene,-78,1,ybiA,ybiA
ybiA,AZ13,B1,-1,Operon,-77,1,ybiA,ybiA
lacZ,AZ09,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ09,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
nudH,AZ13,B7,-1,gene,-71,1,rppH,rppH
nudH,AZ13,B7,-1,Operon,-70,1,rppH-ptsP,"rppH,ptsP"
tolA,AZ09,H7,1,gene,-87,4,tolA,tolA
yfiE,AZ13,B5,-1,gene,-24,1,yfiE,yfiE
yfiE,AZ13,B5,-1,Operon,-23,1,yfiE,yfiE
yebG,AZ13,B4,-1,gene,-76,1,yebG,yebG
yebG,AZ13,B4,-1,Operon,-75,1,yebG,yebG
yhjY,AZ09,H8,-1,gene,-93,1,yhjY,yhjY
yhjY,AZ09,H8,-1,Operon,-92,1,yhjY,yhjY
priA,AZ09,H9,-1,gene,-77,1,priA,priA
priA,AZ09,H9,-1,Operon,-76,1,priA,priA
der,AZ06,C11,-1,gene,-47,2,der,der
yfgA,AZ06,C12,-1,gene,-76,1,rodZ,rodZ
yfgA,AZ06,C12,-1,Operon,-75,1,rodZ,rodZ
yhbO,AZ07,H12,1,gene,6,1,yhbO,yhbO
yhbO,AZ07,H12,1,Operon,6,1,yhbO,yhbO
yhcB,AZ07,H10,1,gene,-41,1,yhcB,yhcB
yhcB,AZ07,H10,1,Operon,-41,1,yhcB,yhcB
yraM,AZ07,H11,1,gene,-36,1,lpoA,lpoA
yraM,AZ07,H11,1,Operon,-36,1,lpoA,lpoA
yejK,AZ10,E12,-1,gene,-88,1,yejK,yejK
yejK,AZ10,E12,-1,Operon,-87,1,yejK,yejK
mrp,AZ10,E11,-1,gene,-41,1,mrp,mrp
mrp,AZ10,E11,-1,Operon,-40,1,mrp,mrp
yecM,AZ10,E10,-1,gene,-92,1,yecM,yecM
yecM,AZ10,E10,-1,Operon,-91,1,yecM-cutC,"yecM,cutC"
ybgA,AZ12,H8,1,gene,-92,1,ybgA,ybgA
ybgA,AZ12,H8,1,Operon,-92,1,ybgA-phr,"ybgA,phr"
b0725,AZ12,H9,1,gene,184,2,sucA,sucA
b0725,AZ12,H9,1,Operon,7462,1,mngAB,"mngA,mngB"
aidB,AZ12,H6,1,gene,-25,1,aidB,aidB
aidB,AZ12,H6,1,Operon,-25,1,aidB,aidB
ybjQ,AZ15,D12,1,gene,-33,1,ybjQ,ybjQ
