UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
yhfA,AZ02,B9,-1,gene,-89,yhfA,yhfA,1,
yhfA,AZ02,B9,-1,Operon,-89,yhfA,yhfA,1,
fruB,AZ02,B8,-1,gene,-69,fruB,fruB,1,
fruB,AZ02,B8,-1,Operon,-69,fruBKA,"fruB,fruK,fruA",1,
frdA,AZ02,B5,-1,gene,-93,frdA,frdA,1,
frdA,AZ02,B5,-1,Operon,-93,frdABCD,"frdA,frdB,frdC,frdD",1,
maeB,AZ02,B4,-1,gene,-96,maeB,maeB,1,
maeB,AZ02,B4,-1,Operon,-96,maeB,maeB,1,
uvrA,AZ02,B7,-1,gene,-83,uvrA,uvrA,1,
uvrA,AZ02,B7,-1,Operon,-83,uvrA,uvrA,1,
ydiY,AZ02,B6,-1,gene,-88,ydiY,ydiY,1,
ydiY,AZ02,B6,-1,Operon,-88,ydiY,ydiY,1,
leuS,AZ02,B1,-1,gene,-69,leuS,leuS,1,
leuS,AZ02,B1,-1,Operon,-69,leuS-lptE-holA-nadD-cobC,"leuS,lptE,holA,nadD,cobC",1,
alsR,AZ02,B3,-1,gene,-35,alsR,alsR,1,
alsR,AZ02,B3,-1,Operon,-35,rpiR-alsBACE,"rpiR,alsB,alsA,alsC,alsE",1,
rluE,AZ02,B2,-1,gene,-115,rluE,rluE,1,
rluE,AZ02,B2,-1,Operon,-115,rluE-nudJ,"rluE,nudJ",1,
cysZ,AZ16,H6,1,gene,-42,cysZ,cysZ,1,
cysZ,AZ16,H6,1,Operon,-41,cysZ,cysZ,1,
ycgR,AZ16,C12,-1,gene,-86,ycgR,ycgR,1,
ycgR,AZ16,C12,-1,Operon,-86,ycgR,ycgR,1,
b1172,AZ16,C11,-1,gene,-315,ymgI,ymgI,1,
b1172,AZ16,C11,-1,gene,-140,ymgG,ymgG,2,
b1172,AZ16,C11,-1,Operon,-140,ymgGD,"ymgG,ymgD",1,
trpR,AZ01,C9,1,gene,-37,trpR,trpR,1,
trpR,AZ01,C9,1,Operon,-36,trpR,trpR,1,
serB,AZ01,C8,1,gene,-53,serB,serB,1,
serB,AZ01,C8,1,Operon,-52,serB-radA-nadR,"serB,radA,nadR",1,
ykgE,AZ07,D2,1,gene,-46,ykgE,ykgE,1,
ykgE,AZ07,D2,1,Operon,-45,ykgEFG,"ykgE,ykgF,ykgG",1,
serA,AZ01,C3,-1,gene,-86,serA,serA,1,
serA,AZ01,C3,-1,Operon,-86,serA,serA,1,
ilvC,AZ01,C2,1,gene,-74,ilvC,ilvC,1,
ilvC,AZ01,C2,1,Operon,-73,ilvC,ilvC,1,
ilvL,AZ01,C1,1,gene,-73,ilvL,ilvL,1,
ilvL,AZ01,C1,1,Operon,-72,ilvLXG_1G_2MEDA,"ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA",1,
yahK,AZ07,D3,1,gene,-88,yahK,yahK,1,
yahK,AZ07,D3,1,Operon,-87,yahK,yahK,1,
metA,AZ01,C7,1,gene,-95,metA,metA,1,
metA,AZ01,C7,1,Operon,-94,metA,metA,1,
argC,AZ01,C6,1,gene,-57,argC,argC,1,
argC,AZ01,C6,1,Operon,-56,argCBH,"argC,argB,argH",1,
metB,AZ01,C5,1,gene,176,metB,metB,1,
metB,AZ01,C5,1,Operon,177,metBL,"metB,metL",1,
metE,AZ01,C4,1,gene,-33,metE,metE,1,
metE,AZ01,C4,1,Operon,-32,metE,metE,1,
appA,AZ06,F11,1,gene,-233,cbdX,cbdX,1,TRUE
appA,AZ06,F11,1,gene,-61,appA,appA,2,
wrbA,AZ06,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ06,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
phoH,AZ06,F12,1,gene,-62,phoH,phoH,1,
phoH,AZ06,F12,1,Operon,-61,phoH,phoH,1,
htrL,AZ19,B9,-1,gene,-62,yibB,yibB,1,
htrL,AZ19,B9,-1,Operon,-62,htrL,htrL,1,
b3505,AZ19,B8,-1,gene,-85,insH1,insH1,1,
b3505,AZ19,B8,-1,Operon,-85,insH-11,insH-11,1,
ddlA,AZ19,B1,-1,gene,-72,ddlA,ddlA,1,
ddlA,AZ19,B1,-1,Operon,-72,ddlA,ddlA,1,
mipA,AZ19,B3,-1,gene,-76,mipA,mipA,1,
mipA,AZ19,B3,-1,Operon,-76,mipA,mipA,1,
ybiF,AZ19,B2,-1,gene,-89,rhtA,rhtA,1,
ybiF,AZ19,B2,-1,Operon,-89,rhtA,rhtA,1,
rcsC,AZ19,B5,-1,gene,-145,rcsC,rcsC,1,
rcsC,AZ19,B5,-1,Operon,-145,rcsC,rcsC,1,
dsrA,AZ19,B4,-1,gene,-73,dsrA,dsrA,1,
dsrA,AZ19,B4,-1,Operon,-73,dsrA,dsrA,1,
hofM,AZ19,B7,-1,gene,-61,hofM,hofM,1,
hofM,AZ19,B7,-1,Operon,-61,hofMNOP,"hofM,hofN,hofO,hofP",1,
ypeA,AZ19,B6,-1,gene,17,ypeA,ypeA,1,
ypeA,AZ19,B6,-1,Operon,17,ypeA-yfeZ,"ypeA,yfeZ",1,
fryB,AZ06,C7,-1,gene,-82,fryB,fryB,1,
fryB,AZ06,C7,-1,Operon,-82,fryBC-ypdFE-fryA,"fryB,fryC,ypdF,ypdE,fryA",1,
yfdL,AZ06,C4,-1,gene,445,yfdK,yfdK,1,TRUE
yfdV,AZ06,C5,-1,gene,-81,yfdV,yfdV,1,
fadI,AZ06,C2,-1,gene,-96,fadI,fadI,1,
fadI,AZ06,C2,-1,Operon,-96,fadIJ,"fadI,fadJ",1,
serA,AZ06,C3,-1,gene,-86,serA,serA,1,
serA,AZ06,C3,-1,Operon,-86,serA,serA,1,
yfcV,AZ06,C1,-1,gene,-83,yfcV,yfcV,1,
yfcV,AZ06,C1,-1,Operon,-83,yfcV,yfcV,1,
ucpA,AZ06,C8,-1,gene,-25,ucpA,ucpA,1,
ucpA,AZ06,C8,-1,Operon,-25,ucpA,ucpA,1,
eutN,AZ06,C9,-1,gene,-73,eutN,eutN,1,
eutN,AZ06,C9,-1,Operon,-73,eutNEJG,"eutN,eutE,eutJ,eutG",1,
dsdC,AZ20,H3,-1,gene,-97,dsdC,dsdC,1,
dsdC,AZ20,H3,-1,Operon,-97,dsdC,dsdC,1,
lacI,AZ20,H2,-1,gene,-100,lacI,lacI,1,
lacZ,AZ20,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ20,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
rpsT,AZ20,H7,-1,gene,-84,rpsT,rpsT,1,
rpsT,AZ20,H7,-1,Operon,-84,rpsT,rpsT,1,
galP,AZ20,H6,1,gene,-67,galP,galP,1,
galP,AZ20,H6,1,Operon,-66,galP,galP,1,
malI,AZ20,H5,-1,gene,-93,malI,malI,1,
malI,AZ20,H5,-1,Operon,-93,malI,malI,1,
dcm,AZ12,E11,-1,gene,-76,dcm,dcm,1,
dcm,AZ12,E11,-1,Operon,-76,dcm-vsr,"dcm,vsr",1,
tyrS,AZ12,E10,-1,gene,-82,tyrS,tyrS,1,
phoB,AZ20,H9,1,gene,-88,phoB,phoB,1,
phoB,AZ20,H9,1,Operon,-87,phoBR,"phoB,phoR",1,
ubiG,AZ20,H8,1,gene,-34,ubiG,ubiG,1,
ubiG,AZ20,H8,1,Operon,-33,ubiG,ubiG,1,
fsaA,AZ03,E12,1,gene,40,fsaA,fsaA,1,
fsaA,AZ03,E12,1,Operon,41,fsaA,fsaA,1,
ygbJ,AZ03,E11,1,gene,-64,ygbJ,ygbJ,1,
ygbJ,AZ03,E11,1,Operon,-63,ygbJK,"ygbJ,ygbK",1,
norV,AZ03,E10,1,gene,-62,norV,norV,1,
norV,AZ03,E10,1,Operon,-61,norVW,"norV,norW",1,
ybdK,AZ15,C2,-1,gene,-83,ybdK,ybdK,1,
ybdK,AZ15,C2,-1,Operon,-83,ybdK,ybdK,1,
eco,AZ11,H7,1,gene,-53,eco,eco,1,
eco,AZ11,H7,1,Operon,-52,eco,eco,1,
pinH,AZ10,A8,-1,gene,-187,pinH,pinH,1,
pinH,AZ10,A8,-1,Operon,-91,pinH,pinH,1,
ydbC,AZ15,C6,1,gene,-63,ydbC,ydbC,1,
ydbC,AZ15,C6,1,Operon,-62,ydbC,ydbC,1,
ydbD,AZ15,C7,1,gene,-32,ydbD,ydbD,1,
ydbD,AZ15,C7,1,Operon,-31,ydbD,ydbD,1,
yjcE,AZ15,C4,1,gene,-69,yjcE,yjcE,1,
yjcE,AZ15,C4,1,Operon,-68,yjcE,yjcE,1,
b1367,AZ15,C5,1,gene,305,tmpR,tmpR,1,TRUE
b1367,AZ15,C5,1,Operon,306,ynaA-lomR_1,"ynaA,lomR_1",1,TRUE
helD,AZ10,A3,1,gene,-82,helD,helD,1,
helD,AZ10,A3,1,Operon,-81,helD,helD,1,
seqA,AZ10,A2,1,gene,-93,seqA,seqA,1,
seqA,AZ10,A2,1,Operon,-92,seqA-pgm,"seqA,pgm",1,
hrpB,AZ10,A1,1,gene,23,hrpB,hrpB,1,
hrpB,AZ10,A1,1,Operon,24,hrpB,hrpB,1,
solA,AZ07,C12,-1,gene,-71,solA,solA,1,
solA,AZ07,C12,-1,Operon,-71,solA-yceO,"solA,yceO",1,
ypjA,AZ10,A7,-1,gene,58,ypjA,ypjA,1,
ypjA,AZ10,A7,-1,Operon,58,ypjA,ypjA,1,
ychH,AZ11,H5,1,gene,-21,ychH,ychH,1,
ychH,AZ11,H5,1,Operon,-20,ychH,ychH,1,
yejL,AZ10,A5,1,gene,-59,yejL,yejL,1,
yejL,AZ10,A5,1,Operon,-58,yejLM,"yejL,yejM",1,
metG,AZ10,A4,1,gene,-76,metG,metG,1,
metG,AZ10,A4,1,Operon,-75,metG,metG,1,
yagJ,AZ11,H4,1,gene,-167,yagJ,yagJ,1,
yagJ,AZ11,H4,1,Operon,-70,yagJ,yagJ,1,
lacZ,AZ04,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ04,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
ypjD,AZ13,E6,1,gene,-18,ypjD,ypjD,1,
ypjD,AZ13,E6,1,Operon,-17,ypjD,ypjD,1,
yqcD,AZ13,E7,1,gene,-91,queF,queF,1,
yqcD,AZ13,E7,1,Operon,-90,queF,queF,1,
katE,AZ13,E4,1,gene,-69,katE,katE,1,
katE,AZ13,E4,1,Operon,-68,katE,katE,1,
evgA,AZ13,E5,1,gene,-43,evgA,evgA,1,
evgA,AZ13,E5,1,Operon,-42,evgAS,"evgA,evgS",1,
marR,AZ13,E2,1,gene,-124,marR,marR,1,
marR,AZ13,E2,1,Operon,-123,marRAB,"marR,marA,marB",1,
yqeH,AZ11,A10,1,gene,-17,yqeH,yqeH,1,
yqeH,AZ11,A10,1,Operon,-16,yqeH,yqeH,1,
ycjG,AZ13,E1,1,gene,-39,ycjG,ycjG,1,
ycjG,AZ13,E1,1,Operon,-38,ycjG,ycjG,1,
ybhD,AZ04,H2,-1,gene,-206,ybhD,ybhD,1,
ybhD,AZ04,H2,-1,Operon,-206,ybhD,ybhD,1,
nfnB,AZ13,E8,-1,gene,-80,nfsB,nfsB,1,
nfnB,AZ13,E8,-1,Operon,-80,nfsB,nfsB,1,
sodC,AZ13,E9,-1,gene,-94,sodC,sodC,1,
sodC,AZ13,E9,-1,Operon,-94,sodC,sodC,1,
yhgN,AZ18,B10,1,gene,-58,yhgN,yhgN,1,
yhgN,AZ18,B10,1,Operon,-57,yhgN,yhgN,1,
nadC,AZ18,B11,-1,gene,-74,nadC,nadC,1,
nadC,AZ18,B11,-1,Operon,-74,nadC,nadC,1,
panD,AZ18,B12,-1,gene,-84,panD,panD,1,
panD,AZ18,B12,-1,Operon,-84,panD,panD,1,
fliE,AZ20,A10,-1,gene,-88,fliE,fliE,1,
fliE,AZ20,A10,-1,Operon,-88,fliE,fliE,1,
gyrB,AZ20,A11,-1,gene,-76,gyrB,gyrB,1,
gyrB,AZ20,A11,-1,Operon,-76,gyrB,gyrB,1,
mug,AZ13,B9,-1,gene,-88,mug,mug,1,
mug,AZ13,B9,-1,Operon,-88,mug,mug,1,
fkpA,AZ09,E11,-1,gene,-86,fkpA,fkpA,1,
fkpA,AZ09,E11,-1,Operon,-86,fkpA,fkpA,1,
smf_2,AZ09,E10,-1,gene,206,smg,smg,1,TRUE
smf_2,AZ09,E10,-1,Operon,206,smg,smg,1,TRUE
rfaQ,AZ09,E12,-1,gene,-84,waaQ,waaQ,1,
rfaQ,AZ09,E12,-1,Operon,-84,waaQGPSBOJYZU,"waaQ,waaG,waaP,waaS,waaB,waaO,waaJ,waaY,waaZ,waaU",1,
yggH,AZ13,B8,-1,gene,-75,trmI,trmI,1,
yggH,AZ13,B8,-1,Operon,-75,trmI-yggL,"trmI,yggL",1,
rluD,AZ09,E6,-1,gene,-75,rluD,rluD,1,
rluD,AZ09,E6,-1,Operon,-75,rluD-yfiH,"rluD,yfiH",1,
degQ,AZ04,E8,1,gene,-73,degQ,degQ,1,
degQ,AZ04,E8,1,Operon,-72,degQS,"degQ,degS",1,
pinE,AZ04,E9,1,gene,-90,pinE,pinE,1,
pinE,AZ04,E9,1,Operon,-89,pinE,pinE,1,
rnt,AZ04,E6,1,gene,-50,rnt,rnt,1,
rnt,AZ04,E6,1,Operon,-49,rnt-lhr,"rnt,lhr",1,
amyA,AZ04,E7,1,gene,-68,amyA,amyA,1,
amyA,AZ04,E7,1,Operon,-67,amyA,amyA,1,
yhgF,AZ04,E4,1,gene,-200,yhgF,yhgF,1,
yhgF,AZ04,E4,1,Operon,-199,yhgF,yhgF,1,
rssB,AZ04,E5,1,gene,-96,rssB,rssB,1,
hslV,AZ04,E2,-1,gene,-79,hslV,hslV,1,
hslV,AZ04,E2,-1,Operon,-79,hslVU,"hslV,hslU",1,
mcrB,AZ04,E3,-1,gene,-60,mcrB,mcrB,1,
mcrB,AZ04,E3,-1,Operon,-60,mcrBC,"mcrB,mcrC",1,
ftsH,AZ04,E1,-1,gene,-71,ftsH,ftsH,1,
fdnG,AZ03,F2,1,gene,-74,fdnG,fdnG,1,
fdnG,AZ03,F2,1,Operon,-73,fdnGHI,"fdnG,fdnH,fdnI",1,
yhdH,AZ07,H9,1,gene,-39,acuI,acuI,1,
yhdH,AZ07,H9,1,Operon,-38,yhdH,yhdH,1,
ybhE,AZ14,A11,1,gene,-97,pgl,pgl,1,
ybhE,AZ14,A11,1,Operon,-96,pgl,pgl,1,
ubiF,AZ14,A10,1,gene,-99,ubiF,ubiF,1,
ubiF,AZ14,A10,1,Operon,-98,ubiF,ubiF,1,
narQ,AZ03,F6,1,gene,-92,narQ,narQ,1,
narQ,AZ03,F6,1,Operon,-91,narQ,narQ,1,
ttdA,AZ03,F7,1,gene,-83,ttdA,ttdA,1,
ttdA,AZ03,F7,1,Operon,-82,ttdABT,"ttdA,ttdB,ttdT",1,
ylcE,AZ03,F4,1,Operon,-78,tfaX,tfaX,1,
ylcE,AZ03,F4,1,gene,-1,tfaX,tfaX,1,
ackA,AZ03,F5,1,gene,-70,ackA,ackA,1,
ackA,AZ03,F5,1,Operon,-69,ackA-pta,"ackA,pta",1,
lacZ,AZ07,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ07,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
folE,AZ07,H2,-1,gene,-72,folE,folE,1,
folE,AZ07,H2,-1,Operon,-72,folE-yeiB,"folE,yeiB",1,
bisC,AZ07,H3,-1,gene,-198,bisC,bisC,1,
bisC,AZ07,H3,-1,Operon,-198,bisC,bisC,1,
mobA,AZ07,H4,-1,gene,-72,mobA,mobA,1,
mobA,AZ07,H4,-1,Operon,-72,mobAB,"mobA,mobB",1,
yoaH,AZ07,H5,-1,gene,-89,yoaH,yoaH,1,
yoaH,AZ07,H5,-1,Operon,-89,yoaH,yoaH,1,
aaeR,AZ07,H6,1,gene,-101,aaeR,aaeR,1,
aaeR,AZ07,H6,1,Operon,-100,aaeR,aaeR,1,
kbaZ,AZ07,H7,1,gene,-101,kbaZ,kbaZ,1,
kbaZ,AZ07,H7,1,Operon,-100,kbaZ-agaVWA,"kbaZ,agaV,agaW,agaA",1,
pmbA,AZ08,H11,1,gene,112,pmbA,pmbA,1,
pmbA,AZ08,H11,1,Operon,113,pmbA,pmbA,1,
ytfM,AZ08,H10,1,gene,-98,tamA,tamA,1,
ytfM,AZ08,H10,1,Operon,-97,tamAB-ytfP,"tamA,tamB,ytfP",1,
infA,AZ08,H12,-1,gene,-100,infA,infA,1,
infA,AZ08,H12,-1,Operon,-100,infA,infA,1,
araJ,AZ15,H11,-1,gene,-100,araJ,araJ,1,
araJ,AZ15,H11,-1,Operon,-100,araJ,araJ,1,
lacZ,AZ02,C8,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ02,C8,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
cyoA,AZ02,C9,-1,gene,-97,cyoA,cyoA,1,
cyoA,AZ02,C9,-1,Operon,-97,cyoABCDE,"cyoA,cyoB,cyoC,cyoD,cyoE",1,
ydhZ,AZ02,C2,-1,gene,-95,ydhZ,ydhZ,1,
ydhZ,AZ02,C2,-1,Operon,-95,ydhZ,ydhZ,1,
serA,AZ02,C3,-1,gene,-86,serA,serA,1,
serA,AZ02,C3,-1,Operon,-86,serA,serA,1,
aroP,AZ02,C1,-1,gene,-98,aroP,aroP,1,
aroP,AZ02,C1,-1,Operon,-98,aroP,aroP,1,
pgi,AZ02,C6,1,gene,-85,pgi,pgi,1,
pgi,AZ02,C6,1,Operon,-84,pgi,pgi,1,
caiC,AZ02,C7,-1,gene,-56,caiC,caiC,1,
b0360,AZ02,C4,1,Operon,-68,insC-1CD-1D-1,"insC-1,insCD-1,insD-1",1,
b0360,AZ02,C4,1,gene,-24,insC1,insC1,1,
gltA,AZ02,C5,-1,gene,-70,gltA,gltA,1,
gltA,AZ02,C5,-1,Operon,-70,gltA,gltA,1,
argW,AZ08,B7,1,gene,-43,argW,argW,1,
argW,AZ08,B7,1,Operon,-42,argW,argW,1,
proL,AZ08,B6,1,gene,90,proL,proL,1,
proL,AZ08,B6,1,Operon,91,proL,proL,1,
yaeQ,AZ08,B5,1,gene,-88,yaeQ,yaeQ,1,
yaeQ,AZ08,B5,1,Operon,-87,yaeQ-arfB-nlpE,"yaeQ,arfB,nlpE",1,
trxC,AZ08,B3,1,gene,-72,trxC,trxC,1,
trxC,AZ08,B3,1,Operon,-71,trxC,trxC,1,
srmB,AZ08,B2,1,gene,-52,srmB,srmB,1,
srmB,AZ08,B2,1,Operon,-51,srmB,srmB,1,
rhoL,AZ08,B9,1,Operon,-88,rhoL-rho,"rhoL,rho",1,
araE,AZ20,D2,-1,gene,-89,araE,araE,1,
araE,AZ20,D2,-1,Operon,-89,araE-ygeA,"araE,ygeA",1,
sodB,AZ12,G11,1,gene,-95,sodB,sodB,1,
sodB,AZ12,G11,1,Operon,-94,sodB,sodB,1,
lysR,AZ01,B8,1,gene,-73,lysR,lysR,1,
lysR,AZ01,B8,1,Operon,-72,lysR,lysR,1,
metC,AZ01,B9,1,gene,100,metC,metC,1,
metC,AZ01,B9,1,Operon,101,metC,metC,1,
hisL,AZ01,B1,1,gene,-77,hisL,hisL,1,
hisL,AZ01,B1,1,Operon,-76,hisLGDCBHAFI,"hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI",1,
cysK,AZ01,B2,1,gene,-78,cysK,cysK,1,
cysK,AZ01,B2,1,Operon,-77,cysK,cysK,1,
pheL,AZ01,B3,1,gene,-56,pheL,pheL,1,
pheL,AZ01,B3,1,Operon,-55,pheLA,"pheL,pheA",1,
dapF,AZ01,B4,1,gene,-269,yifL,yifL,1,
dapF,AZ01,B4,1,Operon,-268,yifL-dapF-yigA-xerC-yigB,"yifL,dapF,yigA,xerC,yigB",1,
dapF,AZ01,B4,1,gene,-29,dapF,dapF,2,TRUE
tyrB,AZ01,B5,1,gene,-29,tyrB,tyrB,1,
tyrB,AZ01,B5,1,Operon,-28,tyrB,tyrB,1,
cueO,AZ01,B6,1,gene,-82,cueO,cueO,1,
cueO,AZ01,B6,1,Operon,-81,cueO,cueO,1,
argA,AZ01,B7,1,gene,-78,argA,argA,1,
argA,AZ01,B7,1,Operon,-77,argA,argA,1,
rrlD,AZ19,C7,-1,gene,-81,rrlD,rrlD,1,
rpsP,AZ19,C4,-1,gene,-72,rpsP,rpsP,1,
rpsP,AZ19,C4,-1,Operon,-72,rpsP-rimM-trmD-rplS,"rpsP,rimM,trmD,rplS",1,
rpsO,AZ19,C5,-1,gene,-71,rpsO,rpsO,1,
rrnG,AZ19,C2,-1,gene,-98,rrsG,rrsG,1,
rrnG,AZ19,C2,-1,Operon,-98,rrsG-gltW-rrlG-rrfG,"rrsG,gltW,rrlG,rrfG",1,
serA,AZ19,C3,-1,gene,-86,serA,serA,1,
serA,AZ19,C3,-1,Operon,-86,serA,serA,1,
ybeU,AZ14,A9,1,gene,-55,ybeU,ybeU,1,
ybeU,AZ14,A9,1,Operon,-54,ybeU-djlC,"ybeU,djlC",1,
ybeR,AZ14,A8,1,gene,-90,ybeR,ybeR,1,
ybeR,AZ14,A8,1,Operon,-89,ybeR-djlB,"ybeR,djlB",1,
ybdR,AZ14,A7,1,gene,-79,ybdR,ybdR,1,
ybdR,AZ14,A7,1,Operon,-78,ybdR,ybdR,1,
cusC,AZ14,A6,1,gene,-54,cusC,cusC,1,
cusC,AZ14,A6,1,Operon,-53,cusCFBA,"cusC,cusF,cusB,cusA",1,
b0540,AZ14,A5,1,gene,-514,peaD,peaD,1,
b0540,AZ14,A5,1,Operon,-438,ybcD,ybcD,1,
b0540,AZ14,A5,1,gene,-206,renD,renD,2,
b0540,AZ14,A5,1,Operon,-56,insE-3EF-3F-3,"insE-3,insEF-3,insF-3",2,
b0540,AZ14,A5,1,gene,-48,insE1,insE1,3,
yagE,AZ14,A4,1,gene,-46,yagE,yagE,1,
yagE,AZ14,A4,1,Operon,-45,yagEF,"yagE,yagF",1,
b0255,AZ14,A3,1,Operon,-90,insN-1I-1O-1,"insN-1,insI-1,insO-1",1,
b0255,AZ14,A3,1,gene,-55,insN,insN,1,
nfrB,AZ14,A2,-1,gene,-92,nfrB,nfrB,1,
nfrB,AZ14,A2,-1,Operon,-92,nfrBA,"nfrB,nfrA",1,
syd,AZ14,A1,-1,gene,-83,syd,syd,1,
syd,AZ14,A1,-1,Operon,-83,syd,syd,1,
rplN,AZ19,C9,-1,gene,-82,rplN,rplN,1,
rplN,AZ19,C9,-1,Operon,-82,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ",1,
aroH,AZ01,A11,1,gene,-33,aroH,aroH,1,
aroH,AZ01,A11,1,Operon,-32,aroH,aroH,1,
cysB,AZ01,A10,1,gene,-98,cysB,cysB,1,
cysB,AZ01,A10,1,Operon,-97,cysB,cysB,1,
ykfG,AZ02,H12,-1,gene,-81,ykfG,ykfG,1,
fumB,AZ02,H11,-1,gene,-99,fumB,fumB,1,
acnB,AZ02,H10,1,gene,-85,acnB,acnB,1,
acnB,AZ02,H10,1,Operon,-84,acnB,acnB,1,
yfhG,AZ06,D3,-1,gene,-75,yfhG,yfhG,1,
yfhG,AZ06,D3,-1,Operon,-75,yfhG,yfhG,1,
pepB,AZ06,D2,-1,gene,13,pepB,pepB,1,
pepB,AZ06,D2,-1,Operon,13,pepB,pepB,1,
sseB,AZ06,D1,-1,gene,-85,sseB,sseB,1,
sseB,AZ06,D1,-1,Operon,-85,sseB,sseB,1,
recX,AZ06,D7,-1,gene,-100,recX,recX,1,
luxS,AZ06,D6,-1,gene,-86,luxS,luxS,1,
luxS,AZ06,D6,-1,Operon,-86,luxS,luxS,1,
yfhK,AZ06,D4,-1,gene,-278,glmY,glmY,1,
yfhK,AZ06,D4,-1,Operon,-278,glmY,glmY,1,
yfhK,AZ06,D4,-1,gene,-36,glrK,glrK,2,
yfhK,AZ06,D4,-1,Operon,-36,glrK,glrK,2,
rhsA,AZ06,D8,1,gene,170,rhsA,rhsA,1,
rhsA,AZ06,D8,1,Operon,171,rhsA-yibA,"rhsA,yibA",1,
treB,AZ17,A10,-1,gene,-87,treB,treB,1,
treB,AZ17,A10,-1,Operon,-87,treBC,"treB,treC",1,
ydiU,AZ17,A11,-1,gene,-70,ydiU,ydiU,1,
ydiU,AZ17,A11,-1,Operon,-70,ydiU,ydiU,1,
nlpA,AZ09,B4,-1,gene,-87,nlpA,nlpA,1,
nlpA,AZ09,B4,-1,Operon,-87,nlpA,nlpA,1,
yqgD,AZ05,F8,-1,Operon,-88,yqgD,yqgD,1,
yahC,AZ13,G10,-1,gene,-88,yahC,yahC,1,
yahC,AZ13,G10,-1,Operon,-88,yahC,yahC,1,
phoP,AZ05,F9,-1,gene,-100,phoP,phoP,1,
phoP,AZ05,F9,-1,Operon,-100,phoPQ,"phoP,phoQ",1,
ygjV,AZ09,B7,-1,gene,-86,ygjV,ygjV,1,
ygjV,AZ09,B7,-1,Operon,-86,ygjV,ygjV,1,
cirA,AZ18,H8,-1,gene,-99,cirA,cirA,1,
cirA,AZ18,H8,-1,Operon,-99,cirA,cirA,1,
murA,AZ18,H9,-1,gene,-94,murA,murA,1,
lacZ,AZ18,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ18,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
ompT,AZ18,H2,-1,gene,-282,ompT,ompT,1,
ompA,AZ18,H3,-1,gene,-75,ompA,ompA,1,
ompA,AZ18,H3,-1,Operon,-75,ompA,ompA,1,
hipB,AZ18,H4,-1,gene,-86,hipB,hipB,1,
hipB,AZ18,H4,-1,Operon,-86,hipBA,"hipB,hipA",1,
uidC,AZ18,H5,-1,gene,-106,uidC,uidC,1,
cld,AZ18,H6,-1,gene,-43,wzzB,wzzB,1,
cld,AZ18,H6,-1,Operon,-43,wzzB,wzzB,1,
pbpG,AZ18,H7,-1,gene,-92,pbpG,pbpG,1,
pbpG,AZ18,H7,-1,Operon,-92,pbpG,pbpG,1,
aspU,AZ08,B12,1,gene,-83,aspU,aspU,1,
aspU,AZ08,B12,1,Operon,-82,aspU,aspU,1,
rlmB,AZ08,B11,1,gene,-29,rlmB,rlmB,1,
rho,AZ08,B10,1,gene,-89,rho,rho,1,
ysgA,AZ05,F2,-1,gene,-130,ysgA,ysgA,1,
ysgA,AZ05,F2,-1,Operon,-130,ysgA,ysgA,1,
yeiC,AZ17,H5,-1,gene,-97,psuK,psuK,1,
yeiC,AZ17,H5,-1,Operon,-97,psuKG,"psuK,psuG",1,
cpdB,AZ05,F5,-1,gene,-78,cpdB,cpdB,1,
cpdB,AZ05,F5,-1,Operon,-78,cpdB,cpdB,1,
ydjA,AZ13,B3,-1,gene,-76,ydjA,ydjA,1,
ydjA,AZ13,B3,-1,Operon,-76,ydjA-selD-topB,"ydjA,selD,topB",1,
astC,AZ13,B2,-1,gene,-91,astC,astC,1,
astC,AZ13,B2,-1,Operon,-91,astCADBE,"astC,astA,astD,astB,astE",1,
ybiA,AZ13,B1,-1,gene,-78,ybiA,ybiA,1,
ybiA,AZ13,B1,-1,Operon,-78,ybiA,ybiA,1,
lacZ,AZ09,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ09,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
nudH,AZ13,B7,-1,gene,-71,rppH,rppH,1,
nudH,AZ13,B7,-1,Operon,-71,rppH-ptsP,"rppH,ptsP",1,
