Plate,Well,Gene_Name,Strand,Amplicons,Amplicon_length,Mapping,Primer1_e,Primer1_query_start,Primer1_query_end,Primer1_target_start,Primer1_target_end,Primer2_e,Primer2_query_start,Primer2_query_end,Primer2_target_start,Primer2_target_end
AZ02,G7,eutB,-1,1,134,2558783..2558649,0.00352928,1,18,2558783,2558800,0.00352928,47,64,2558666,2558649
AZ02,G4,idnK,1,1,334,4494332..4494666,0.000233705,10,29,4494332,4494351,0.000233705,50,69,4494647,4494666
AZ02,G5,somA,-1,1,190,919236..919046,0.00352928,1,18,919236,919253,0.00352928,47,64,919063,919046
AZ02,G2,intZ,1,1,151,2558649..2558800,0.00352928,10,27,2558649,2558666,0.00352928,48,65,2558783,2558800
AZ02,G3,sscR,1,1,504,2891796..2892300,0.000226042,8,27,2891796,2891815,0.00352928,48,65,2892283,2892300
AZ02,G1,cspG,1,1,443,1051100..1051543,0.00352928,10,27,1051100,1051117,0.00352928,48,65,1051526,1051543
AZ02,G8,cysJ,-1,1,487,2892283..2891796,0.00352928,1,18,2892283,2892300,0.000226042,47,66,2891815,2891796
AZ02,G9,ygjH,-1,1,344,3221501..3221157,0.00352928,1,18,3221501,3221518,0.00352928,47,64,3221174,3221157
AZ06,G10,yqgA,1,1,450,3109121..3109571,0.000908316,10,28,3109121,3109139,0.00358909,49,66,3109554,3109571
AZ06,G11,yghU,1,0,0,0..3138759,,0,0,0,0,0.00334982,45,62,3138742,3138759
AZ06,G12,pldA,1,1,285,4004620..4004905,0.00352928,10,27,4004620,4004637,0.00352928,48,65,4004888,4004905
AZ18,B8,accB,1,1,982,3404519..3405501,0.00352928,10,27,3404519,3404536,0.00352928,48,65,3405484,3405501
AZ18,B9,trxA,1,1,182,3965561..3965743,0.000908316,10,28,3965561,3965579,0.00358909,49,66,3965726,3965743
AZ18,B2,ampD,1,1,251,118571..118822,0.000908316,10,28,118571,118589,0.000908316,49,67,118804,118822
AZ18,B3,dgt,1,1,233,179061..179294,0.000229873,9,28,179061,179080,0.00358909,49,66,179277,179294
AZ18,B1,yibF,-1,1,331,3761995..3761664,0.00358909,1,18,3761995,3762012,0.000908316,47,65,3761682,3761664
AZ18,B6,yfeK,1,1,275,2537154..2537429,0.000893177,9,27,2537154,2537172,0.00352928,48,65,2537412,2537429
AZ18,B7,yqiC,1,1,503,3184372..3184875,0.00352928,10,27,3184372,3184389,0.00352928,48,65,3184858,3184875
AZ18,B4,ybjC,1,1,341,890666..891007,0.00358909,10,27,890666,890683,0.000908316,48,66,890989,891007
AZ18,B5,fecI,-1,1,399,4518562..4518163,0.000893177,1,19,4518562,4518580,0.00352928,47,64,4518180,4518163
AZ08,F12,yfiC,-1,1,133,2712929..2712796,0.000893177,1,19,2712929,2712947,0.00352928,47,64,2712813,2712796
AZ08,F11,rsuA,-1,1,262,2280657..2280395,0.00352928,1,18,2280657,2280674,0.00352928,47,64,2280412,2280395
AZ08,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ01,F4,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ01,F5,argD,-1,1,228,3490340..3490112,0.000893177,1,19,3490340,3490358,0.00352928,47,64,3490129,3490112
AZ01,F6,aroK,-1,1,287,3519477..3519190,0.00352928,1,18,3519477,3519494,0.000226042,47,66,3519209,3519190
AZ01,F7,glnL,-1,1,432,4056672..4056240,0.00352928,1,18,4056672,4056689,0.000893177,47,65,4056258,4056240
AZ01,F1,glnB,-1,1,189,2687498..2687309,0.00352928,1,18,2687498,2687515,0.00352928,47,64,2687326,2687309
AZ01,F2,aroF,-1,1,307,2741372..2741065,0.000893177,1,19,2741372,2741390,0.00352928,47,64,2741082,2741065
AZ01,F8,fruL,1,1,183,87761..87944,0.00352928,10,27,87761,87778,0.00352928,48,65,87927,87944
AZ01,F9,lpd,1,1,485,127509..127994,0.000893177,9,27,127509,127527,0.00352928,48,65,127977,127994
AZ10,B4,dksA,-1,1,321,160833..160512,0.000908316,1,19,160833,160851,0.00358909,48,65,160529,160512
AZ10,B5,proS,-1,1,245,218951..218706,0.00352928,1,18,218951,218968,0.00352928,47,64,218723,218706
AZ03,D12,feaR,-1,1,327,1447517..1447190,0.00352928,1,18,1447517,1447534,0.00352928,47,64,1447207,1447190
AZ03,D10,glcC,1,1,371,3127942..3128313,0.00352928,10,27,3127942,3127959,0.000893177,48,66,3128295,3128313
AZ03,D11,mhpR,-1,1,161,368626..368465,0.000893177,1,19,368626,368644,0.00352928,47,64,368482,368465
AZ13,F9,tatE,1,1,266,658744..659010,0.00352928,10,27,658744,658761,0.00352928,48,65,658993,659010
AZ13,F8,ahpF,1,1,326,639430..639756,0.000893177,8,26,639430,639448,0.000893177,47,65,639738,639756
AZ13,F7,emrE,1,1,180,568174..568354,0.000229873,8,27,568174,568193,0.000229873,48,67,568335,568354
AZ13,F6,secA,1,1,210,108145..108355,0.00352928,10,27,108145,108162,0.00352928,48,65,108338,108355
AZ13,F5,secB,-1,1,158,3784209..3784051,0.00352928,1,18,3784209,3784226,0.00352928,47,64,3784068,3784051
AZ13,F4,yhjX,-1,1,317,3712239..3711922,0.00352928,1,18,3712239,3712256,0.000893177,47,65,3711940,3711922
AZ12,D10,sppA,1,1,300,1848600..1848900,0.00352928,10,27,1848600,1848617,0.00352928,48,65,1848883,1848900
AZ12,D11,purT,1,1,280,1930671..1930951,0.00352928,10,27,1930671,1930688,0.000893177,48,66,1930933,1930951
AZ12,D12,ung,1,1,470,2716366..2716836,0.00352928,10,27,2716366,2716383,0.00352928,48,65,2716819,2716836
AZ13,F2,bacA,-1,1,207,3204258..3204051,0.000893177,1,19,3204258,3204276,0.00352928,47,64,3204068,3204051
AZ13,F1,ygeA,-1,1,241,2980782..2980541,0.00352928,1,18,2980782,2980799,0.00352928,47,64,2980558,2980541
AZ07,B10,abrB,-1,1,235,747979..747744,0.00358909,1,18,747979,747996,0.000908316,47,65,747762,747744
AZ07,B11,ybgQ,-1,1,177,752273..752096,0.00352928,1,18,752273,752290,0.00352928,47,64,752113,752096
AZ07,B12,mazE,-1,1,186,2911446..2911260,0.00352928,1,18,2911446,2911463,0.00352928,47,64,2911277,2911260
AZ01,G12,mqo,-1,1,368,2307026..2306658,0.00352928,1,18,2307026,2307043,0.00352928,47,64,2306675,2306658
AZ01,G11,gnd,-1,1,787,2101977..2101190,0.00352928,1,18,2101977,2101994,0.00352928,47,64,2101207,2101190
AZ01,G10,flgA,-1,1,303,1131079..1130776,0.00352928,1,18,1131079,1131096,0.00352928,47,64,1130793,1130776
AZ10,A11,ygcB,-1,1,463,2887384..2886921,0.00352928,1,18,2887384,2887401,0.00352928,47,64,2886938,2886921
AZ10,A10,ygaD,1,1,269,2824269..2824538,0.00352928,10,27,2824269,2824286,0.00352928,48,65,2824521,2824538
AZ10,D4,ypfH,-1,1,181,2593903..2593722,0.000893177,1,19,2593903,2593921,0.00352928,47,64,2593739,2593722
AZ10,D5,ypfJ,-1,1,275,2596937..2596662,0.00352928,1,18,2596937,2596954,0.00352928,47,64,2596679,2596662
AZ10,D6,hda,-1,1,147,2618899..2618752,0.00352928,1,18,2618899,2618916,0.00352928,47,64,2618769,2618752
AZ10,D7,yfgB,-1,1,305,2644498..2644193,0.000226042,1,20,2644498,2644517,0.00352928,47,64,2644210,2644193
AZ10,D1,eutS,-1,1,311,2576109..2575798,0.00352928,1,18,2576109,2576126,0.00352928,47,64,2575815,2575798
AZ10,D2,ypfG,-1,1,282,2582961..2582679,0.00352928,1,18,2582961,2582978,0.00352928,47,64,2582696,2582679
AZ10,D3,yffH,-1,1,175,2583565..2583390,0.00352928,1,18,2583565,2583582,0.00352928,47,64,2583407,2583390
AZ10,D8,iscS,-1,1,229,2661687..2661458,0.00352928,1,18,2661687,2661704,0.00352928,47,64,2661475,2661458
AZ10,D9,iscR,-1,1,586,2662645..2662059,0.000226042,1,20,2662645,2662664,0.000893177,47,65,2662077,2662059
AZ14,G12,yrbF,-1,1,366,3340358..3339992,0.00352928,1,18,3340358,3340375,0.00352928,47,64,3340009,3339992
AZ16,F12,yciC,-1,1,511,1314082..1313571,0.00364891,1,18,1314082,1314099,0.000233705,47,66,1313590,1313571
AZ05,A1,yhiI,-1,1,456,3630985..3630529,0.000893177,1,19,3630985,3631003,0.0139455,48,64,3630545,3630529
AZ16,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ12,F1,ada,-1,1,248,2310560..2310312,0.00346946,1,18,2310560,2310577,0.0137091,47,63,2310328,2310312
AZ12,F2,ygiS,-1,1,269,3167916..3167647,0.00352928,1,18,3167916,3167933,0.00352928,47,64,3167664,3167647
AZ17,E1,panB,-1,1,219,149746..149527,0.00352928,1,18,149746,149763,0.00352928,47,64,149544,149527
AZ12,F4,dam,-1,1,210,3516029..3515819,0.00352928,1,18,3516029,3516046,0.00352928,47,64,3515836,3515819
AZ18,G10,yjgJ,1,1,256,4474291..4474547,0.000908316,10,28,4474291,4474309,0.00358909,49,66,4474530,4474547
AZ12,F6,mutM,-1,1,189,3811272..3811083,0.00358909,1,18,3811272,3811289,0.000908316,47,65,3811101,3811083
AZ12,F7,xylE,-1,1,471,4242630..4242159,0.000893177,1,19,4242630,4242648,0.000893177,47,65,4242177,4242159
AZ12,F8,yjiW,-1,1,292,4580093..4579801,0.00346946,1,18,4580093,4580110,0.00346946,46,63,4579818,4579801
AZ12,F9,ykgH,-1,1,360,325439..325079,0.00352928,1,18,325439,325456,0.00352928,47,64,325096,325079
AZ05,A4,yebU,1,1,194,1920061..1920255,0.00352928,10,27,1920061,1920078,0.00352928,48,65,1920238,1920255
AZ20,B11,cynR,-1,1,219,358821..358602,0.00358909,1,18,358821,358838,0.00358909,47,64,358619,358602
AZ20,B10,yjjY,1,1,273,4640221..4640494,0.00352928,10,27,4640221,4640238,0.00352928,48,65,4640477,4640494
AZ20,B12,ydfV,1,1,167,1645782..1645949,0.000233705,10,29,1645782,1645801,0.000923454,50,68,1645931,1645949
AZ05,A7,apt,1,1,314,491183..491497,0.000908316,10,28,491183,491201,0.000908316,49,67,491479,491497
AZ02,B11,yacH,-1,1,495,131681..131186,0.000893177,1,19,131681,131699,0.000893177,47,65,131204,131186
AZ02,B10,msrB,-1,0,0,1862818..0,0.000893177,1,19,1862818,1862836,,0,0,0,0
AZ02,B12,dps,-1,1,418,849260..848842,0.00352928,1,18,849260,849277,0.00352928,47,64,848859,848842
AZ11,C9,cutA,-1,1,268,4365535..4365267,0.000893177,1,19,4365535,4365553,0.00352928,47,64,4365284,4365267
AZ13,A4,ybgH,-1,1,436,742907..742471,0.000908316,1,19,742907,742925,0.000908316,47,65,742489,742471
AZ13,A10,yddH,-1,1,248,1534059..1533811,0.00352928,1,18,1534059,1534076,0.00352928,47,64,1533828,1533811
AZ13,A11,ydeI,-1,1,403,1624824..1624421,0.00352928,1,18,1624824,1624841,0.00352928,47,64,1624438,1624421
AZ09,E1,yqjH,-1,1,417,3216828..3216411,0.000893177,1,19,3216828,3216846,0.000893177,47,65,3216429,3216411
AZ09,H10,yohD,1,1,229,2225560..2225789,0.00352928,10,27,2225560,2225577,0.00352928,48,65,2225772,2225789
AZ11,C1,osmB,-1,1,423,1343653..1343230,0.00352928,1,18,1343653,1343670,0.00352928,47,64,1343247,1343230
AZ09,E2,map,-1,1,529,189956..189427,0.00352928,1,18,189956,189973,0.00352928,47,64,189444,189427
AZ01,A3,yabI,1,1,220,71197..71417,0.0134728,9,25,71197,71213,0.00021838,46,65,71398,71417
AZ13,A6,ymfE,-1,1,612,1198553..1197941,0.00352928,1,18,1198553,1198570,0.00352928,47,64,1197958,1197941
AZ09,E4,ribA,-1,1,274,1339345..1339071,0.000893177,1,19,1339345,1339363,0.00352928,47,64,1339088,1339071
AZ04,H9,tolC,1,1,330,3177828..3178158,0.000233705,10,29,3177828,3177847,0.000233705,50,69,3178139,3178158
AZ04,H8,flk,1,1,220,2437781..2438001,0.000893177,9,27,2437781,2437799,0.000893177,48,66,2437983,2438001
AZ11,H9,treF,1,1,542,3668894..3669436,0.000923454,10,28,3668894,3668912,0.000923454,49,67,3669418,3669436
AZ19,A11,yajG,-1,1,300,454499..454199,0.00352928,1,18,454499,454516,0.00352928,47,64,454216,454199
AZ04,H5,slyB,1,1,456,1719511..1719967,0.00352928,9,26,1719511,1719528,0.000893177,47,65,1719949,1719967
AZ04,H4,rstA,1,1,281,1681936..1682217,0.00352928,10,27,1681936,1681953,0.00352928,48,65,1682200,1682217
AZ04,H7,osmC,1,1,470,1556245..1556715,0.000233705,10,29,1556245,1556264,0.00364891,50,67,1556698,1556715
AZ04,H6,ydhO,1,1,511,1734000..1734511,0.000893177,9,27,1734000,1734018,0.00352928,48,65,1734494,1734511
AZ11,H3,ybaN,1,1,231,490723..490954,0.00352928,10,27,490723,490740,0.000893177,48,66,490936,490954
AZ11,H2,mraZ,1,1,760,88955..89715,0.00352928,10,27,88955,88972,0.00352928,48,65,89698,89715
AZ11,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ11,A11,ygeG,1,1,435,2990922..2991357,0.00358909,10,27,2990922,2990939,0.000908316,48,66,2991339,2991357
AZ16,A11,b1403,-1,1,303,1469406..1469103,0.00352928,1,18,1469406,1469423,0.00352928,47,64,1469120,1469103
AZ16,A10,ygbN,1,1,259,2864912..2865171,0.000893177,9,27,2864912,2864930,0.00352928,48,65,2865154,2865171
AZ04,F7,b1788,-1,1,241,1874175..1873934,0.00352928,1,18,1874175,1874192,0.00352928,47,64,1873951,1873934
AZ04,F6,ynjF,-1,1,230,1841567..1841337,5.7206e-05,1,21,1841567,1841587,0.00352928,47,64,1841354,1841337
AZ04,F5,ygiR,-1,1,230,3161277..3161047,0.00352928,1,18,3161277,3161294,0.000893177,47,65,3161065,3161047
AZ04,F4,apbE,-1,1,263,2311717..2311454,0.00352928,1,18,2311717,2311734,0.000893177,47,65,2311472,2311454
AZ04,F2,yejG,-1,1,443,2278607..2278164,0.00352928,1,18,2278607,2278624,0.000893177,47,65,2278182,2278164
AZ04,F1,yeeA,-1,1,345,2080863..2080518,0.00352928,1,18,2080863,2080880,1.44775e-05,47,68,2080539,2080518
AZ04,F9,yoaA,-1,1,176,1893329..1893153,0.00352928,1,18,1893329,1893346,0.00352928,47,64,1893170,1893153
AZ04,F8,yoaF,-1,1,188,1877652..1877464,0.000229873,1,20,1877652,1877671,0.00358909,48,65,1877481,1877464
AZ03,E9,yhhQ,1,1,334,3608910..3609244,0.00358909,10,27,3608910,3608927,0.000908316,48,66,3609226,3609244
AZ03,E8,yhhN,1,1,264,3605527..3605791,0.00352928,10,27,3605527,3605544,0.00352928,48,65,3605774,3605791
AZ03,E3,yciK,-1,1,385,1329402..1329017,0.00352928,1,18,1329402,1329419,0.00352928,47,64,1329034,1329017
AZ03,E2,hcaR,-1,1,254,2669071..2668817,0.000893177,1,19,2669071,2669089,0.000893177,47,65,2668835,2668817
AZ03,E1,gatR_1,-1,1,194,2170266..2170072,0.00346946,1,18,2170266,2170283,0.0137091,47,63,2170088,2170072
AZ03,E7,yhhY,1,1,506,3580716..3581222,0.00352928,10,27,3580716,3580733,0.00352928,48,65,3581205,3581222
AZ03,E6,yrfF,1,1,445,3526064..3526509,0.00352928,10,27,3526064,3526081,0.000893177,48,66,3526491,3526509
AZ03,E5,sohB,1,1,402,1329017..1329419,0.00352928,10,27,1329017,1329034,0.00352928,48,65,1329402,1329419
AZ03,E4,yfdZ,-1,1,542,2498744..2498202,0.00352928,1,18,2498744,2498761,0.00352928,47,64,2498219,2498202
AZ19,A10,yidH,-1,1,267,3856491..3856224,0.00352928,1,18,3856491,3856508,0.00352928,47,64,3856241,3856224
AZ17,H9,ynbA,1,1,318,1477365..1477683,0.00352928,10,27,1477365,1477382,0.00352928,48,65,1477666,1477683
AZ17,H8,stfR,1,1,204,1428895..1429099,0.000908316,10,28,1428895,1428913,0.00358909,49,66,1429082,1429099
AZ17,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ05,F1,folB,-1,1,238,3204752..3204514,0.000908316,1,19,3204752,3204770,0.000229873,47,66,3204533,3204514
AZ17,H3,yehD,-1,1,451,2192588..2192137,0.00358909,1,18,2192588,2192605,0.000229873,47,66,2192156,2192137
AZ17,H2,yegW,-1,1,140,2182850..2182710,0.000878039,1,19,2182850,2182868,0.0137091,47,63,2182726,2182710
AZ05,F4,aspA,-1,1,548,4368827..4368279,0.0141818,1,17,4368827,4368843,0.000229873,46,65,4368298,4368279
AZ17,H4,yehZ,-1,1,368,2219760..2219392,0.00352928,1,18,2219760,2219777,0.00352928,47,64,2219409,2219392
AZ05,F6,yjiH,-1,1,237,4560845..4560608,0.00364891,1,18,4560845,4560862,1.49683e-05,47,68,4560629,4560608
AZ05,F7,yjjI,-1,1,415,4617381..4616966,0.00352928,1,18,4617381,4617398,0.00352928,47,64,4616983,4616966
AZ06,A8,mgsA,-1,1,238,1027191..1026953,0.00352928,1,18,1027191,1027208,0.00352928,47,64,1026970,1026953
AZ06,A9,gadB,-1,1,461,1572412..1571951,0.000938593,1,19,1572412,1572430,0.000237536,48,67,1571970,1571951
AZ06,A4,yhcF,1,1,327,3366633..3366960,0.00352928,10,27,3366633,3366650,0.00352928,48,65,3366943,3366960
AZ06,A5,speE,-1,1,259,136623..136364,0.00364891,1,18,136623,136640,0.000233705,47,66,136383,136364
AZ06,A6,ykgJ,-1,1,478,304565..304087,0.00358909,1,18,304565,304582,0.00358909,47,64,304104,304087
AZ06,A7,rnk,-1,1,367,644243..643876,0.00352928,1,18,644243,644260,0.000893177,47,65,643894,643876
AZ06,A1,coaE,-1,1,366,113517..113151,0.00352928,1,18,113517,113534,0.00352928,47,64,113168,113151
AZ06,A2,rumA,-1,1,152,2915060..2914908,0.000893177,1,19,2915060,2915078,0.00352928,47,64,2914925,2914908
AZ06,A3,soxS,-1,1,231,4277541..4277310,0.000893177,1,19,4277541,4277559,0.00352928,47,64,4277327,4277310
AZ10,C6,dnaX,1,1,262,491878..492140,0.000908316,10,28,491878,491896,0.00358909,49,66,492123,492140
AZ01,E1,argI,-1,1,257,4478477..4478220,0.00352928,1,18,4478477,4478494,0.00352928,47,64,4478237,4478220
AZ01,E3,yaaH,-1,1,349,10754..10405,0.00352928,1,18,10754,10771,0.00352928,47,64,10422,10405
AZ01,E2,yaaA,-1,1,174,6563..6389,0.00352928,1,18,6563,6580,0.000226042,47,66,6408,6389
AZ01,E5,yacH,-1,1,495,131681..131186,0.000893177,1,19,131681,131699,0.000893177,47,65,131204,131186
AZ01,E4,yaaI,-1,1,508,12211..11703,0.00358909,1,18,12211,12228,1.47229e-05,47,68,11724,11703
AZ01,E7,aspC,-1,1,278,985917..985639,0.00352928,1,18,985917,985934,0.00352928,47,64,985656,985639
AZ01,E6,argF,-1,1,452,290677..290225,0.00352928,1,18,290677,290694,0.00352928,47,64,290242,290225
AZ01,E8,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ10,C1,lysU,-1,1,371,4355000..4354629,0.00352928,1,18,4355000,4355017,0.00352928,47,64,4354646,4354629
AZ06,B6,speB,-1,1,247,3083960..3083713,0.00352928,1,18,3083960,3083977,0.00352928,47,64,3083730,3083713
AZ10,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ15,H3,ynfM,1,1,248,1669501..1669749,0.00352928,10,27,1669501,1669518,0.000893177,48,66,1669731,1669749
AZ13,G8,ylbG,-1,1,194,530165..529971,0.00352928,1,18,530165,530182,0.00352928,47,64,529988,529971
AZ13,G9,yagT,-1,1,594,303067..302473,0.00352928,1,18,303067,303084,0.00352928,47,64,302490,302473
AZ13,G4,yajO,-1,1,255,438384..438129,0.00352928,1,18,438384,438401,0.00352928,47,64,438146,438129
AZ13,G5,ylaB,-1,1,246,478782..478536,0.000229873,1,20,478782,478801,0.00358909,48,65,478553,478536
AZ13,G6,ylaC,-1,1,167,479384..479217,0.00352928,1,18,479384,479401,0.00352928,47,64,479234,479217
AZ13,G7,ybaK,-1,1,355,507366..507011,0.000893177,1,19,507366,507384,0.00352928,47,64,507028,507011
AZ08,C12,yadN,-1,1,512,157309..156797,0.00352928,1,18,157309,157326,0.00352928,47,64,156814,156797
AZ13,G1,trmE,1,1,286,3886628..3886914,0.000908316,10,28,3886628,3886646,0.00358909,49,66,3886897,3886914
AZ13,G2,emrA,1,1,263,2811231..2811494,0.00352928,10,27,2811231,2811248,0.00352928,48,65,2811477,2811494
AZ08,C11,ppdD,-1,1,350,117826..117476,0.000893177,1,19,117826,117844,0.00352928,47,64,117493,117476
AZ15,H2,ushA,1,1,328,504625..504953,0.00352928,10,27,504625,504642,0.00352928,48,65,504936,504953
AZ12,H7,ybfD,1,1,255,737893..738148,0.00358909,10,27,737893,737910,0.000908316,48,66,738130,738148
AZ05,C12,csiE,1,1,281,2665173..2665454,0.000893177,9,27,2665173,2665191,0.00352928,48,65,2665437,2665454
AZ05,C11,yiiF,1,1,387,4079438..4079825,0.00358909,10,27,4079438,4079455,0.000908316,48,66,4079807,4079825
AZ10,G1,yebS,1,1,249,1916104..1916353,0.000233705,10,29,1916104,1916123,0.00364891,50,67,1916336,1916353
AZ10,G3,yohM,1,1,248,2185710..2185958,0.000893177,9,27,2185710,2185728,0.000226042,48,67,2185939,2185958
AZ10,G2,tolB,1,1,297,777531..777828,0.00352928,10,27,777531,777548,0.000893177,48,66,777810,777828
AZ10,G5,gpt,1,1,418,255634..256052,0.000908316,10,28,255634,255652,0.00358909,49,66,256035,256052
AZ10,G4,pepN,1,1,369,990275..990644,0.000893177,9,27,990275,990293,0.00352928,48,65,990627,990644
AZ10,G7,sbcB,1,1,352,2082469..2082821,0.00352928,10,27,2082469,2082486,0.00352928,48,65,2082804,2082821
AZ10,G6,thiI,1,1,352,441253..441605,0.000893177,9,27,441253,441271,0.00352928,48,65,441588,441605
AZ10,G9,yhiR,1,1,315,3645097..3645412,0.00352928,10,27,3645097,3645114,0.00352928,48,65,3645395,3645412
AZ10,G8,xseA,1,1,291,2633995..2634286,0.000908316,10,28,2633995,2634013,0.00358909,49,66,2634269,2634286
AZ15,A8,ybiJ,-1,1,377,838204..837827,0.000908316,1,19,838204,838222,0.00358909,48,65,837844,837827
AZ15,A9,nmpC,-1,1,622,577417..576795,0.00364891,1,18,577417,577434,0.000233705,47,66,576814,576795
AZ15,A1,ugpB,-1,1,489,3592738..3592249,0.00352928,1,18,3592738,3592755,0.000893177,47,65,3592267,3592249
AZ15,A2,dctA,-1,1,315,3683664..3683349,0.000908316,1,19,3683664,3683682,0.000908316,47,65,3683367,3683349
AZ15,A3,dppA,-1,1,1038,3708660..3707622,0.00352928,1,18,3708660,3708677,0.000226042,47,66,3707641,3707622
AZ15,A4,alsB,-1,1,217,4312173..4311956,0.00346946,1,18,4312173,4312190,0.00346946,47,64,4311973,4311956
AZ15,A5,dcuA,-1,1,236,4366924..4366688,0.00352928,1,18,4366924,4366941,0.00352928,47,64,4366705,4366688
AZ15,A6,ybfG,-1,1,184,716419..716235,0.00352928,1,18,716419,716436,0.00352928,47,64,716252,716235
AZ15,A7,cvpA,-1,1,395,2431077..2430682,0.00358909,1,18,2431077,2431094,0.00358909,47,64,2430699,2430682
AZ09,F12,yfcG,1,1,245,2420415..2420660,0.00352928,10,27,2420415,2420432,0.00352928,48,65,2420643,2420660
AZ04,D7,yhhW,-1,1,240,3579789..3579549,0.00364891,1,18,3579789,3579806,0.000233705,47,66,3579568,3579549
AZ04,D6,yzgL,-1,1,270,3564214..3563944,0.00352928,1,18,3564214,3564231,0.000226042,47,66,3563963,3563944
AZ10,D12,yohC,-1,1,212,2225772..2225560,0.00352928,1,18,2225772,2225789,0.00352928,47,64,2225577,2225560
AZ10,D10,yfjL,-1,1,519,2765591..2765072,0.00352928,1,18,2765591,2765608,0.000893177,47,65,2765090,2765072
AZ10,D11,ydaQ,-1,1,217,1413606..1413389,0.00352928,1,18,1413606,1413623,0.00352928,47,64,1413406,1413389
AZ15,E12,ppa,-1,1,415,4449991..4449576,0.000893177,1,19,4449991,4450009,0.000893177,47,65,4449594,4449576
AZ15,E10,ybaE,-1,1,182,467410..467228,0.00346946,1,18,467410,467427,0.0137091,47,63,467244,467228
AZ15,E11,nanR,-1,0,0,3374940..0,0.0132364,1,17,3374940,3374956,,0,0,0,0
AZ13,H11,marC,-1,1,408,1619226..1618818,0.00352928,1,18,1619226,1619243,0.00352928,47,64,1618835,1618818
AZ13,H10,borD,-1,1,392,579001..578609,0.00352928,1,18,579001,579018,0.00352928,47,64,578626,578609
AZ13,H12,slyA,-1,1,304,1721065..1720761,0.00358909,1,18,1721065,1721082,0.000908316,47,65,1720779,1720761
AZ12,E9,yciG,-1,1,431,1316452..1316021,0.00352928,1,18,1316452,1316469,0.00352928,47,64,1316038,1316021
AZ12,E8,ybfE,-1,1,185,712054..711869,0.00358909,1,18,712054,712071,0.000908316,47,65,711887,711869
AZ12,E5,creA,1,1,355,4635217..4635572,0.00352928,10,27,4635217,4635234,0.00352928,48,65,4635555,4635572
AZ12,E4,ileX,1,1,277,3215385..3215662,0.00352928,10,27,3215385,3215402,0.00352928,48,65,3215645,3215662
AZ12,E7,ecpD,-1,1,248,156349..156101,0.00352928,1,18,156349,156366,0.00352928,47,64,156118,156101
